1,38
2,81
3,18
4,5
5,31
6,82
7,56
8,94
9,10
10,7
11,70
12,16
13,34
14,83
15,96
16,80
17,84
18,25
19,57
20,63
21,91
22,52
23,86
24,78
25,28
26,74
27,4
28,95
29,50
30,17
31,6
32,32
33,44
34,47
35,99
36,15
37,71
38,46
39,73
40,76
41,54
42,3
43,41
44,79
45,88
46,64
47,60
48,85
49,8
50,66
51,30
52,90
53,67
54,61
55,14
56,21
57,89
58,42
59,98
60,65
61,2
62,97
63,69
64,19
65,92
66,35
67,93
68,22
69,23
70,49
71,48
72,51
73,33
74,87
75,100
76,75
77,36
78,13
79,53
80,55
81,9
82,45
83,62
84,24
85,43
86,58
87,12
88,26
89,29
90,77
91,68
92,11
93,39
94,59
95,40
96,20
97,72
98,1
99,37
100,27
