1,97
2,21
3,28
4,51
5,12
6,41
7,53
8,15
9,83
10,98
11,58
12,49
13,7
14,99
15,70
16,71
17,33
18,54
19,16
20,57
21,1
22,95
23,17
24,47
25,43
26,74
27,14
28,34
29,92
30,86
31,48
32,38
33,32
34,90
35,82
36,36
37,46
38,23
39,81
40,22
41,84
42,40
43,59
44,30
45,73
46,96
47,91
48,63
49,88
50,89
51,4
52,65
53,79
54,37
55,100
56,10
57,2
58,67
59,56
60,11
61,24
62,13
63,8
64,77
65,78
66,80
67,93
68,31
69,35
70,64
71,19
72,66
73,3
74,42
75,6
76,18
77,72
78,62
79,76
80,94
81,29
82,27
83,60
84,9
85,52
86,61
87,25
88,45
89,85
90,55
91,68
92,87
93,39
94,5
95,69
96,50
97,26
98,20
99,75
100,44
